salary_min_BGP,salary_max_BGP,joblocation,joblocation_num,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification
13636,20454,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Java Developer
10909,16363,Xuzhou,Third-tier city,No,College degree,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Java Developer
10909,13636,Ningbo,Second-tier city,No,College degree,2 years,medium,Foreign (except EU & US),Less than 50,Computer services,Software Engineer
13636,20454,Hangzhou,Other First-tier city,No,Not Required,3 years,medium,Private-owned,50-150,Finance,Software Engineer
13636,20454,Suzhou,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,Computer services,Internet Software Development Engineer
6136,8181,Hainan Province,Third-tier city,No,Bachelor,1 year,low,Private-owned,Less than 50,Engineering/Electronic technology,Software Engineer
4090,8181,Hangzhou,Other First-tier city,Yes,College degree,Fresh graduate,low,Foreign (except EU & US),50-150,Computer Software/Hardware,Software Engineer
20454,27272,Suzhou,Other First-tier city,No,College degree,2 years,medium,Foreign (except EU & US),50-150,Computer Software/Hardware,Java Developer
17727,27272,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Finance,Senior software engineer
11363,34090,Guangzhou,First-tier city,No,Bachelor,3 years,medium,State-owned,500-1000,E-commerce,System architect
13636,27272,Guangzhou,First-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,E-commerce,Senior software engineer
8181,10909,Guangzhou,First-tier city,No,College degree,1 year,low,Private-owned,Less than 50,Others,Java Developer
13636,20454,Hangzhou,Other First-tier city,No,Bachelor,1 year,medium,State-owned,50-150,Computer Software/Hardware,Java Developer
5454,8181,Ningbo,Second-tier city,No,College degree,1 year,low,Joint venture,Less than 50,Communications/Telecommunications/Network equipment,Software Engineer
16363,27272,Chengdu,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
8181,10909,Suzhou,Other First-tier city,No,Bachelor,2 years,low,Private-owned,50-150,Computer services,Senior software engineer
12272,17727,Hangzhou,Other First-tier city,No,College degree,3 years,medium,Foreign (except EU & US),50-150,Others,Software Engineer
8181,13636,Suzhou,Other First-tier city,No,Bachelor,3 years,low,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
24545,32727,Chengdu,Other First-tier city,No,College degree,5 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
22727,34090,Hangzhou,Other First-tier city,No,Bachelor,2 years,medium,Listed,1000-5000,Medical/Biological Engineering,Software Engineer
6818,10909,Chengdu,Other First-tier city,No,College degree,2 years,low,Private-owned,50-150,Service,ERP
10909,20454,Hangzhou,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,500-1000,Finance,Software Engineer
27272,47727,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Foreign (except EU & US),150-500,Computer Software/Hardware,Senior software engineer
13636,24545,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Communications/Telecommunications/Network equipment,Internet Software Development Engineer
13636,17727,Guangzhou,First-tier city,No,College degree,2 years,medium,Joint venture,150-500,E-commerce,Internet Software Development Engineer
8181,16363,Guangzhou,First-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,E-commerce,Internet Software Development Engineer
13636,20454,Nanjing,Other First-tier city,No,Bachelor,3 years,medium,New,50-150,Computer Software/Hardware,Senior software engineer
6818,13636,Guangzhou,First-tier city,No,Bachelor,Not Required,low,Private-owned,50-150,Computer Software/Hardware,Others
12272,16363,Chengdu,Other First-tier city,No,College degree,2 years,medium,Private-owned,50-150,Gaming,Java Developer
10909,20454,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,E-commerce,Software Engineer
9545,16363,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Education,System architect
20454,34090,Hangzhou,Other First-tier city,No,College degree,3 years,medium,Listed,Over 10k,Others,Internet Software Development Engineer
13636,40909,Hangzhou,Other First-tier city,No,Bachelor,2 years,medium,Foreign (except EU & US),150-500,Computer services,Senior software engineer
13636,20454,Ningbo,Second-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
20454,27272,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
13636,27272,Zhuhai,Third-tier city,No,Not Required,5 years,medium,Private-owned,Less than 50,Engineering/Electronic technology,System architect
6136,8181,Suzhou,Other First-tier city,No,Bachelor,1 year,low,Private-owned,Less than 50,Medical/Biological Engineering,Web front-end development
10909,13636,Ningbo,Second-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,E-commerce,Software Engineer
22727,45454,Guangzhou,First-tier city,No,College degree,2 years,medium,Private-owned,Less than 50,Professional service,Java Developer
8181,10909,Third-tier city,Third-tier city,No,College degree,3 years,low,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
10909,20454,Chengdu,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software Engineer
6818,16363,Guangzhou,First-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,Computer services,Senior software engineer
15909,23863,Foshan,Third-tier city,No,Not Required,3 years,medium,State-owned,50-150,Professional service,Software Engineer
6818,8863,Guangzhou,First-tier city,No,Bachelor,1 year,low,Foreign (except EU & US),150-500,Education,Software Engineer
10909,13636,Guangzhou,First-tier city,No,Not Required,2 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
13636,20454,Guangzhou,First-tier city,No,College degree,2 years,medium,Joint venture,50-150,Communications/Telecommunications/Network equipment,Software Engineer
5454,10909,Third-tier city,Third-tier city,No,Bachelor,3 years,low,Private-owned,50-150,Medical/Biological Engineering,Java Developer
10909,20454,Dongguan,Second-tier city,No,College degree,3 years,medium,Foreign (except EU & US),1000-5000,Engineering/Electronic technology,System architect
13636,21818,Guangzhou,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Finance,Software Engineer
13636,20454,Nanjing,Other First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
10909,16363,Guangzhou,First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Equipment,Senior software engineer
13636,20454,Hangzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Engineering/Electronic technology,Software Engineer
10909,13636,Guangzhou,First-tier city,No,Not Required,Not Required,medium,Private-owned,1000-5000,Computer services,Software Engineer
9545,16363,Guangzhou,First-tier city,No,Bachelor,1 year,medium,Private-owned,1000-5000,Others,Internet Software Development Engineer
10909,13636,Ningbo,Second-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Others,Senior software engineer
13636,20454,Suzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
8181,10909,Chengdu,Other First-tier city,No,College degree,1 year,low,Listed,150-500,E-commerce,Software Engineer
16363,32727,Hangzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Engineering/Electronic technology,Senior software engineer
13636,20454,Suzhou,Other First-tier city,No,Bachelor,2 years,medium,Joint venture,50-150,Engineering/Electronic technology,Java Developer
16363,24545,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer services,Software Engineer
6818,16363,Wuxi,Second-tier city,No,College degree,3 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
12272,17727,Chengdu,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Engineering/Electronic technology,Software Engineer
4090,6818,Xuzhou,Third-tier city,No,College degree,2 years,low,Private-owned,50-150,Computer services,Java Developer
13636,20454,Nanjing,Other First-tier city,No,College degree,3 years,medium,New,Less than 50,Computer services,Software Engineer
10909,13636,Chengdu,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,Engineering/Electronic technology,Internet Software Development Engineer
20454,27272,Dongguan,Second-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,Equipment,Senior software engineer
13636,20454,Dongguan,Second-tier city,No,College degree,1 year,medium,Private-owned,50-150,Education,Senior software engineer
13636,20454,Hangzhou,Other First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Finance,Software Engineer
8181,10909,Wuxi,Second-tier city,No,Bachelor,1 year,low,Private-owned,150-500,Computer services,Software Engineer
20454,34090,Hangzhou,Other First-tier city,No,Bachelor,Fresh graduate,medium,Private-owned,500-1000,Others,Senior software engineer
13636,20454,Chengdu,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Gaming,Software Engineer
20454,27272,Nanjing,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
16363,21818,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,E-commerce,Software Engineer
12272,17727,Wuxi,Second-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Others,Manager
8181,10909,Foshan,Third-tier city,No,College degree,3 years,low,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
13636,20454,Third-tier city,Third-tier city,No,Not Required,5 years,medium,Joint venture,50-150,Engineering/Electronic technology,Senior software engineer
17045,22727,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Engineering/Electronic technology,Senior software engineer
9545,13636,Zhongshan,Third-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
13636,27272,Guangzhou,First-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
13636,24545,Guangzhou,First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Gaming,Java Developer
4090,6136,Guangzhou,First-tier city,Yes,College degree,Fresh graduate,low,Private-owned,150-500,Computer Software/Hardware,Software Engineer
5454,10909,Guangzhou,First-tier city,Yes,Bachelor,Fresh graduate,low,Private-owned,Less than 50,Medical/Biological Engineering,Java Developer
16363,24545,Hangzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer services,Senior software engineer
8181,16363,Nanjing,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
6136,10909,Guangzhou,First-tier city,No,Bachelor,1 year,low,Foreign(EU & US),50-150,Service,Technical support/maintenance engineer
16363,21818,Nanjing,Other First-tier city,No,Bachelor,5 years,medium,Joint venture,150-500,Engineering/Electronic technology,Senior software engineer
8181,10909,Guangzhou,First-tier city,No,Bachelor,3 years,low,Private-owned,Less than 50,Education,Others
13636,20454,Suzhou,Other First-tier city,No,Bachelor,3 years,medium,Joint venture,500-1000,Computer Software/Hardware,Senior software engineer
6818,13636,Foshan,Third-tier city,No,College degree,1 year,low,Private-owned,Less than 50,Computer services,Software Engineer
10909,20454,Guangzhou,First-tier city,No,College degree,2 years,medium,Private-owned,150-500,Finance,Senior software engineer
13636,20454,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Engineering/Electronic technology,ERP
10909,21818,Suzhou,Other First-tier city,No,College degree,2 years,medium,Private-owned,1000-5000,Computer services,Senior software engineer
5454,10909,Chengdu,Other First-tier city,No,College degree,1 year,low,Private-owned,1000-5000,Computer Software/Hardware,Software Engineer
4090,5454,Chengdu,Other First-tier city,No,Bachelor,Fresh graduate,low,Private-owned,50-150,Computer Software/Hardware,Software Engineer
13636,40909,Guangzhou,First-tier city,No,Bachelor,5 years,medium,State-owned,50-150,Computer Software/Hardware,Senior software engineer
13636,19090,Chengdu,Other First-tier city,No,College degree,3 years,medium,Private-owned,1000-5000,Others,Internet Software Development Engineer
13636,20454,Nanjing,Other First-tier city,No,College degree,2 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
10909,20454,Guangzhou,First-tier city,No,Bachelor,1 year,medium,Private-owned,500-1000,Communications/Telecommunications/Network equipment,Senior software engineer
10909,21818,Zhuhai,Third-tier city,No,College degree,5 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
20454,27272,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Others,Software Engineer
8181,13636,Suzhou,Other First-tier city,No,College degree,2 years,low,Listed,150-500,Computer services,Software Engineer
27272,34090,Guangzhou,First-tier city,No,Bachelor,5 years,medium,New,50-150,Computer Software/Hardware,Senior software engineer
32727,47727,Guangzhou,First-tier city,No,College degree,8 years,medium,Private-owned,1000-5000,E-commerce,Senior software engineer
