jobname,salary_min_BGP,salary_max_BGP,joblocation,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification,salary_grade,,,,,,,
Java开发工程师 (职位编号：2),8181,16363,Nanjing,No,College degree,2 years,12272,Private-owned,50-150,Computer services,Senior software engineer,medium,,,,,,,
java高级工程师,10909,20454,Guangzhou,No,College degree,3 years,15681,Private-owned,Less than 50,Computer services,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,20454,Guangzhou,No,Bachelor,3 years,15681,Private-owned,50-150,Computer Software/Hardware,Java Developer,medium,,,,,,,
Java开发工程师,13636,20454,Guangzhou,No,Bachelor,3 years,17045,Private-owned,50-150,Computer services,Java Developer,medium,,,,,,,
JAVA开发工程师,12272,17727,Ningbo,No,Bachelor,1 year,14999,Private-owned,500-1000,Tourism,Software engineer,medium,,,,,,,
Java开发工程师,10909,13636,Guangzhou,No,College degree,2 years,12272,Private-owned,5000-10000,Fast moving consumer goods,Internet Software Development Engineer,medium,,,,,,,
高级JAVA开发工程师,13636,20454,Guangzhou,No,Bachelor,3 years,17045,Private-owned,150-500,Professional service,Senior Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,10909,20454,Ningbo,No,Bachelor,2 years,15681,Private-owned,50-150,Finance,Senior software engineer,medium,,,,,,,
Java开发工程师,8181,34090,Nanjing,No,College degree,3 years,21135,Private-owned,50-150,Transportation,Internet Software Development Engineer,medium,,,,,,,
Java中高级工程师,17727,24545,Guangzhou,No,Bachelor,3 years,21136,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java讲师（天府校区）,10909,13636,Chengdu,No,Bachelor,3 years,12272,Joint venture,500-1000,Education,Lecturer/Teacher,medium,,,,,,,
Java开发工程师,8181,13636,Hangzhou,No,Bachelor,3 years,10908,Private-owned,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师 (职位编号：05),24545,40909,Hangzhou,No,College degree,5 years,32727,Private-owned,50-150,E-commerce,Software engineer,high,,,,,,,
Java开发工程师,10909,16363,Guangzhou,No,College degree,2 years,13636,Private-owned,Less than 50,Machinery/Equipment,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Nanjing,No,Bachelor,3 years,17045,Private-owned,Less than 50,E-commerce,Java Developer,medium,,,,,,,
Java开发工程师,16363,24545,Guangzhou,No,Bachelor,3 years,20454,Private-owned,1000-5000,Fast moving consumer goods,Software engineer,medium,,,,,,,
JAVA架构师高级开发工程师研发,27272,34090,Chengdu,No,College degree,5 years,30681,Joint venture,150-500,Public utilities,Senior software engineer,high,,,,,,,
Java开发工程师,9545,16363,Nanjing,No,Bachelor,1 year,12954,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java开发工程师,6818,10909,Wuxi,No,College degree,2 years,8863,Private-owned,150-500,Electric,Java Developer,low,,,,,,,
Java开发工程师,13636,27272,Hangzhou,No,Bachelor,3 years,20454,Listed,1000-5000,Computer services,Senior software engineer,medium,,,,,,,
Java开发工程师,6136,10909,Huizhou,No,College degree,2 years,8522,Private-owned,50-150,E-commerce,Java Developer,low,,,,,,,
Java开发工程师,10909,13636,Suzhou,No,Bachelor,3 years,12272,Private-owned,Less than 50,Computer services,Software engineer,medium,,,,,,,
2020届校招（Java开发方向）,13636,27272,Nanjing,No,Bachelor,Fresh graduate,20454,Listed,Over 10k,E-commerce,Software engineer,medium,,,,,,,
Java高级开发工程师,13636,27272,Suzhou,No,Bachelor,2 years,20454,Private-owned,Less than 50,Industrial Automation,Senior software engineer,medium,,,,,,,
Java开发工程师,8181,10909,Wuxi,No,College degree,1 year,9545,Private-owned,50-150,Electronic technology,Internet Software Development Engineer,low,,,,,,,
Java开发工程师,20454,34090,Hangzhou,No,Bachelor,3 years,27272,Foreign (except EU & US),Less than 50,E-commerce,Internet Software Development Engineer,high,,,,,,,
Java开发工程师,8181,12272,Guangzhou,No,Bachelor,1 year,10226,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
Java资深开发工程师,13636,20454,Hangzhou,No,College degree,3 years,17045,Private-owned,50-150,Fast moving consumer goods,Internet Software Development Engineer,medium,,,,,,,
Java高级开发工程师,13636,20454,Dongguan,No,Not Required,3 years,17045,Private-owned,50-150,Computer services,Senior software engineer,medium,,,,,,,
Java技术合伙人,20454,27272,Zhongshan,No,Bachelor,5 years,23863,Private-owned,50-150,E-commerce,Java Developer,medium,,,,,,,
Java软件工程师,10909,13636,Nanjing,No,College degree,3 years,12272,Private-owned,50-150,E-commerce,System engineer,medium,,,,,,,
JAVA开发/后端开发工程师,13636,20454,Guangzhou,No,Bachelor,2 years,17045,Private-owned,50-150,Computer Software/Hardware,Software engineer,medium,,,,,,,
JAVA软件工程师,13636,20454,Nanjing,No,College degree,3 years,17045,Private-owned,150-500,Computer Software/Hardware,Software engineer,medium,,,,,,,
初中级Java开发工程师,6818,16363,Chengdu,No,Bachelor,1 year,11590,Private-owned,50-150,Finance,Software engineer,low,,,,,,,
日语Java软件工程师,9545,13636,Chengdu,No,Bachelor,1 year,11590,Foreign (except EU & US),Less than 50,Outsourcing,Senior software engineer,low,,,,,,,
大量招聘JAVA开发,10909,13636,Chengdu,No,Bachelor,3 years,12272,Private-owned,500-1000,Machinery/Equipment,Software engineer,medium,,,,,,,
Java开发工程师,8181,10909,Wenzhou,No,College degree,3 years,9545,Private-owned,50-150,Finance,System architect,low,,,,,,,
Java开发工程师,6818,9545,Third-tier city,No,College degree,Not Required,8181,Listed,150-500,Education,Internet Software Development Engineer,low,,,,,,,
Java开发工程师,13636,20454,Guangzhou,No,College degree,3 years,17045,Private-owned,50-150,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java高级开发工程师,20454,27272,Hangzhou,No,College degree,3 years,23863,Private-owned,150-500,E-commerce,Senior software engineer,medium,,,,,,,
Java讲师,13636,20454,Wenzhou,No,Bachelor,3 years,17045,Private-owned,500-1000,Education,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,24545,Suzhou,No,College degree,2 years,19090,Private-owned,50-150,Wholesale and retail,Software engineer,medium,,,,,,,
Java高级开发工程师,13636,20454,Guangzhou,No,Bachelor,3 years,17045,Private-owned,150-500,Electronic technology,Software engineer,medium,,,,,,,
服务端（java）,27272,34090,Hangzhou,No,Bachelor,5 years,30681,Private-owned,Less than 50,Gaming,Senior software engineer,high,,,,,,,
JAVA开发工程师,20454,27272,Nanjing,No,Bachelor,5 years,23863,Listed,1000-5000,Real estate,Software engineer,medium,,,,,,,
java开发工程师中高级,6818,10909,Guangzhou,No,College degree,2 years,8863,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,low,,,,,,,
Java高级开发工程师,13636,27272,Zhuhai,No,Bachelor,5 years,20454,Private-owned,50-150,E-commerce,Senior software engineer,medium,,,,,,,
JAVA项目经理,13636,20454,Guangzhou,No,Bachelor,5 years,17045,Private-owned,Less than 50,Computer Software/Hardware,Multimedia/Game Development Engineer,medium,,,,,,,
Java开发工程师,10909,16363,Xuzhou,No,College degree,5 years,13636,Private-owned,50-150,Computer Software/Hardware,Java Developer,medium,,,,,,,
软件工程师（JAVA）,10909,13636,Ningbo,No,College degree,2 years,12272,Foreign (except EU & US),Less than 50,Computer services,Software engineer,medium,,,,,,,
Java中级开发工程师,13636,20454,Hangzhou,No,Not Required,3 years,17045,Private-owned,50-150,Finance,Software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Suzhou,No,Bachelor,2 years,17045,Private-owned,Less than 50,Computer services,Senior Internet Software Development Engineer,medium,,,,,,,
JAVA软件工程师/程序员,6136,8181,Hainan Province,No,Bachelor,1 year,7158,Private-owned,Less than 50,Aviation,Software engineer,low,,,,,,,
Java开发实习生（在校实习生）,4090,8181,Hangzhou,Yes,College degree,Fresh graduate,6135,Foreign (except EU & US),50-150,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师,20454,27272,Suzhou,No,College degree,2 years,23863,Foreign (except EU & US),50-150,Computer Software/Hardware,Java Developer,medium,,,,,,,
高级JAVA软件工程师,17727,27272,Guangzhou,No,Bachelor,5 years,22499,Private-owned,50-150,Finance,Senior software engineer,medium,,,,,,,
Java架构师,11363,34090,Guangzhou,No,Bachelor,3 years,22726,State-owned,500-1000,E-commerce,System architect,medium,,,,,,,
Java高级开发工程师,13636,27272,Guangzhou,No,Bachelor,2 years,20454,Private-owned,Less than 50,E-commerce,Senior software engineer,medium,,,,,,,
Java开发工程师 (职位编号：1),8181,10909,Guangzhou,No,College degree,1 year,9545,Private-owned,Less than 50,Transportation,Java Developer,low,,,,,,,
Java开发工程师,13636,20454,Hangzhou,No,Bachelor,1 year,17045,State-owned,50-150,Computer Software/Hardware,Java Developer,medium,,,,,,,
Java初级开发工程师,5454,8181,Ningbo,No,College degree,1 year,6817,Joint venture,Less than 50,Communications/Telecommunications/Network equipment,Software engineer,low,,,,,,,
Java工程师,16363,27272,Chengdu,No,Bachelor,3 years,21817,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java开发,8181,10909,Suzhou,No,Bachelor,2 years,9545,Private-owned,50-150,Computer services,Senior software engineer,low,,,,,,,
杭州Java,12272,17727,Hangzhou,No,College degree,3 years,14999,Foreign (except EU & US),50-150,Outsourcing,Software engineer,medium,,,,,,,
JAVA开发,8181,13636,Suzhou,No,Bachelor,3 years,10908,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer,low,,,,,,,
Java高级开发工程师,24545,32727,Chengdu,No,College degree,5 years,28636,Private-owned,50-150,E-commerce,Senior software engineer,high,,,,,,,
Java开发工程师,22727,34090,Hangzhou,No,Bachelor,2 years,28408,Listed,1000-5000,Medical,Software engineer,high,,,,,,,
Java开发工程师,6818,10909,Chengdu,No,College degree,2 years,8863,Private-owned,50-150,Consulting,ERP development,low,,,,,,,
Java开发工程师（杭州）,10909,20454,Hangzhou,No,Bachelor,1 year,15681,Private-owned,500-1000,Finance,Software engineer,medium,,,,,,,
Java开发经理,27272,47727,Guangzhou,No,Bachelor,5 years,37499,Foreign (except EU & US),150-500,Computer Software/Hardware,Senior software engineer,high,,,,,,,
Java开发工程师,13636,24545,Guangzhou,No,Bachelor,3 years,19090,Private-owned,150-500,Communications/Telecommunications/Network equipment,Internet Software Development Engineer,medium,,,,,,,
中级Java开发工程师,13636,17727,Guangzhou,No,College degree,2 years,15681,Joint venture,150-500,E-commerce,Internet Software Development Engineer,medium,,,,,,,
java开发（分布式开发） (职位编号：ns014),8181,16363,Guangzhou,No,Bachelor,2 years,12272,Private-owned,Less than 50,E-commerce,Website Architect,medium,,,,,,,
Java开发工程师,13636,20454,Nanjing,No,Bachelor,3 years,17045,New,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
技术开发工程师（Java & ETL）,6818,13636,Guangzhou,No,Bachelor,Not Required,10227,Private-owned,50-150,Computer Software/Hardware,Database Engineer / Administrator,low,,,,,,,
Java开发工程师,12272,16363,Chengdu,No,College degree,2 years,14317,Private-owned,50-150,Gaming,Multimedia/Game Development Engineer,medium,,,,,,,
Java开发（13年及之前本科毕业）,10909,20454,Shanghai,No,Bachelor,5 years,15681,Private-owned,500-1000,E-commerce,Software engineer,medium,,,,,,,
Java中级开发工程师,9545,16363,Chengdu,No,Bachelor,5 years,12954,Private-owned,50-150,Education,System architect,medium,,,,,,,
Java开发工程师,20454,34090,Hangzhou,No,College degree,3 years,27272,Listed,Over 10k,Furniture,Internet Software Development Engineer,high,,,,,,,
高薪急聘 Java开发工程师,13636,40909,Hangzhou,No,Bachelor,2 years,27272,Foreign (except EU & US),150-500,Computer services,Senior software engineer,high,,,,,,,
JAVA高级开发工程师,13636,20454,Ningbo,No,Bachelor,2 years,17045,Private-owned,50-150,E-commerce,Senior software engineer,medium,,,,,,,
Java开发工程师,20454,27272,Guangzhou,No,Bachelor,5 years,23863,Private-owned,150-500,E-commerce,Script Development Engineer,medium,,,,,,,
资深JAVA架构师,13636,27272,Zhuhai,No,Not Required,5 years,20454,Private-owned,Less than 50,Engineering,System architect,medium,,,,,,,
Java中级开发工程师,6136,8181,Suzhou,No,Bachelor,1 year,7158,Private-owned,Less than 50,Medical,UI Designer,low,,,,,,,
Java开发工程师,10909,13636,Ningbo,No,Bachelor,3 years,12272,Private-owned,500-1000,E-commerce,Software engineer,medium,,,,,,,
Java工程师,22727,45454,Guangzhou,No,College degree,2 years,34090,Private-owned,Less than 50,Professional service,Java Developer,high,,,,,,,
Java开发工程师 （高级）,8181,10909,Third-tier city,No,College degree,3 years,9545,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,low,,,,,,,
Java中级开发工程师,10909,20454,Chengdu,No,Bachelor,3 years,15681,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
JAVA开发工程师,6818,16363,Guangzhou,No,Bachelor,1 year,11590,Private-owned,50-150,Computer services,Senior software engineer,low,,,,,,,
Java开发工程师,15909,23863,Foshan,No,Not Required,3 years,19886,State-owned,50-150,Professional service,Software engineer,medium,,,,,,,
Java开发工程师,6818,8863,Guangzhou,No,Bachelor,1 year,7840,Foreign (except EU & US),150-500,Education,Software engineer,low,,,,,,,
Java开发工程师,10909,13636,Guangzhou,No,Not Required,2 years,12272,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java软件工程师,13636,20454,Guangzhou,No,College degree,2 years,17045,Joint venture,50-150,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java开发工程师,5454,10909,Third-tier city,No,Bachelor,3 years,8181,Private-owned,50-150,Medical,Java Developer,low,,,,,,,
Java架构工程师,10909,20454,Dongguan,No,College degree,3 years,15681,Foreign (except EU & US),1000-5000,Electronic technology,System architect,medium,,,,,,,
技术支持部-Java软件工程师,13636,21818,Guangzhou,No,Bachelor,2 years,17727,Private-owned,50-150,Finance,Software engineer,medium,,,,,,,
Java高级开发工程师,13636,20454,Nanjing,No,College degree,3 years,17045,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,16363,Guangzhou,No,College degree,3 years,13636,Private-owned,Less than 50,Automobile Accessories,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Hangzhou,No,Bachelor,3 years,17045,Private-owned,50-150,Engineering,Software engineer,medium,,,,,,,
